# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220508-20220514
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/blog/daniels-events/entrepreneurshipdu-pop-up/,26,61.54%,16,3.85%,1.31,00:00:52,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,25,76.00%,19,16.00%,1.48,00:02:05,0.00%,0,$0.00
daniels.du.edu/finance/bachelors/,25,48.00%,12,0.00%,1.76,00:02:42,0.00%,0,$0.00
daniels.du.edu/directory/donald-bergh/,24,79.17%,19,16.67%,1.12,00:02:17,0.00%,0,$0.00
daniels.du.edu/executive-education/,24,75.00%,18,12.50%,3.92,00:07:20,0.00%,0,$0.00
daniels.du.edu/about/,23,30.43%,7,8.70%,1.83,00:06:04,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,23,47.83%,11,21.74%,2.57,00:04:18,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/meet-our-team/,23,30.43%,7,4.35%,1.61,00:04:15,0.00%,0,$0.00
daniels.du.edu/blog/apartment-survey-shows-rent-increases-and-steady-vacancy/,22,59.09%,13,50.00%,1.05,00:01:26,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,22,63.64%,14,18.18%,1.05,00:01:39,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/garage/,22,36.36%,8,9.09%,1.73,00:00:40,4.55%,1,$0.00
daniels.du.edu/graduate-admissions/events/,22,54.55%,12,18.18%,2.82,00:03:35,13.64%,3,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,21,95.24%,20,0.00%,1.81,00:02:08,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,21,85.71%,18,66.67%,1.05,00:00:35,0.00%,0,$0.00
daniels.du.edu/accountancy/bachelors/,20,50.00%,10,5.00%,2.30,00:04:30,0.00%,0,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,20,90.00%,18,10.00%,1.00,00:01:14,0.00%,0,$0.00
daniels.du.edu/danielsparking/,20,10.00%,2,10.00%,3.05,00:05:29,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,20,65.00%,13,0.00%,2.00,00:02:00,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/,20,0.00%,0,0.00%,1.55,00:02:37,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,20,65.00%,13,5.00%,2.15,00:02:25,5.00%,1,$0.00
daniels.du.edu/admit-weekend/,19,36.84%,7,10.53%,1.16,00:00:32,0.00%,0,$0.00
daniels.du.edu/finance/,19,52.63%,10,21.05%,3.68,00:03:32,0.00%,0,$0.00
daniels.du.edu/management/bachelors/,19,73.68%,14,0.00%,1.89,00:02:34,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,18,83.33%,15,16.67%,1.06,00:00:44,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,18,55.56%,10,22.22%,1.94,00:03:03,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,18,44.44%,8,11.11%,4.06,00:04:35,5.56%,1,$0.00
daniels.du.edu/directory/charles-dhanaraj/,18,88.89%,16,0.00%,1.00,00:01:28,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,17,52.94%,9,47.06%,2.29,00:06:27,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/international-students/,17,70.59%,12,23.53%,1.24,00:01:52,23.53%,4,$0.00
daniels.du.edu/race-and-case/,17,70.59%,12,17.65%,1.82,00:01:17,5.88%,1,$0.00
daniels.du.edu/graduate-admissions/contact-us/,16,62.50%,10,31.25%,1.62,00:01:21,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/admission/,16,62.50%,10,6.25%,1.31,00:01:29,12.50%,2,$0.00
daniels.du.edu/blog/how-to-recover-from-academic-probation/,15,100.00%,15,20.00%,1.00,00:00:36,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/base-camp/,15,46.67%,7,13.33%,1.27,00:00:28,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/strategic-finance/,15,86.67%,13,46.67%,1.20,00:00:36,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/faq/,15,40.00%,6,20.00%,2.27,00:04:48,13.33%,2,$0.00
daniels.du.edu/marketing/graduate-certificates/,15,73.33%,11,6.67%,5.40,00:05:14,6.67%,1,$0.00
daniels.du.edu/directory/asa-beck/,14,14.29%,2,0.00%,1.00,00:00:07,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,14,35.71%,5,21.43%,1.14,00:00:52,0.00%,0,$0.00
daniels.du.edu/executive-education/high-performance-leadership-program/,14,71.43%,10,14.29%,1.71,00:01:24,0.00%,0,$0.00
daniels.du.edu/hospitality-management/degree-requirements/,14,42.86%,6,0.00%,2.36,00:07:47,0.00%,0,$0.00
daniels.du.edu/recruiters-companies/,14,57.14%,8,50.00%,1.36,00:00:56,7.14%,1,$0.00
daniels.du.edu/blog/alex-seidel-guest-chef-at-the-2022-du-vin-festival/,13,84.62%,11,15.38%,1.23,00:00:43,0.00%,0,$0.00
daniels.du.edu/business-ethics-legal-studies/,13,53.85%,7,15.38%,3.08,00:00:55,7.69%,1,$0.00
daniels.du.edu/blog/,12,8.33%,1,8.33%,6.42,00:10:16,0.00%,0,$0.00
daniels.du.edu/burns-school/support/scholarships/,12,91.67%,11,16.67%,1.42,00:01:02,8.33%,1,$0.00
daniels.du.edu/cibic/,12,41.67%,5,16.67%,1.58,00:00:47,0.00%,0,$0.00
,"10,399",68.38%,"7,111",31.69%,1.78,00:01:55,1.51%,157,$0.00

Day Index,Sessions
5/8/22,"1,039"
5/9/22,"1,953"
5/10/22,"1,650"
5/11/22,"1,655"
5/12/22,"1,693"
5/13/22,"1,354"
5/14/22,"1,055"
,"10,399"
