# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220605-20220611
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/executive-education/workshops/public-safety-leadership/,22,72.73%,16,36.36%,1.32,00:01:25,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,22,68.18%,15,0.00%,2.27,00:03:58,0.00%,0,$0.00
daniels.du.edu/programs/mba-landing/?utm_licrid=160079634,22,63.64%,14,86.36%,1.09,00:00:10,0.00%,0,$0.00
daniels.du.edu/about/,21,33.33%,7,4.76%,1.81,00:05:01,4.76%,1,$0.00
daniels.du.edu/blog/new-high-tech-collaboratory-positions-students-for-success/,21,42.86%,9,23.81%,1.14,00:01:43,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/,20,50.00%,10,40.00%,1.85,00:04:36,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,19,57.89%,11,10.53%,2.74,00:06:44,0.00%,0,$0.00
daniels.du.edu/accountancy/,18,83.33%,15,0.00%,3.56,00:04:06,0.00%,0,$0.00
daniels.du.edu/blog/the-best-job-i-ever-had-accountancy-professor-retires-from-alma-mater/,18,61.11%,11,55.56%,1.00,00:00:24,0.00%,0,$0.00
daniels.du.edu/events/,18,44.44%,8,5.56%,1.72,00:01:21,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/data-visualization/,18,72.22%,13,50.00%,1.33,00:03:04,0.00%,0,$0.00
daniels.du.edu/about/leadership/,17,82.35%,14,17.65%,2.00,00:03:39,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,17,100.00%,17,11.76%,1.00,00:02:21,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/,17,23.53%,4,23.53%,1.65,00:03:49,0.00%,0,$0.00
daniels.du.edu/graduate-certificates/,17,41.18%,7,0.00%,2.18,00:05:32,17.65%,3,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,16,81.25%,13,31.25%,1.12,00:02:52,0.00%,0,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,16,100.00%,16,0.00%,1.12,00:01:19,0.00%,0,$0.00
daniels.du.edu/blog/qa-four-seasons-hotels-resorts/,16,100.00%,16,6.25%,1.06,00:00:44,0.00%,0,$0.00
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,16,100.00%,16,0.00%,1.06,00:01:04,0.00%,0,$0.00
daniels.du.edu/burns-school/support/collaboratory/,16,68.75%,11,43.75%,1.31,00:01:52,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,16,81.25%,13,18.75%,1.19,00:01:04,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,16,25.00%,4,0.00%,1.38,00:06:40,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/contact-us/,16,37.50%,6,25.00%,1.88,00:01:07,6.25%,1,$0.00
daniels.du.edu/mba-comparison/,16,93.75%,15,56.25%,2.00,00:04:04,0.00%,0,$0.00
daniels.du.edu/beta-gamma-sigma/,15,80.00%,12,6.67%,1.13,00:00:31,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,15,86.67%,13,13.33%,1.20,00:01:04,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/bailey-family-enterprise-speaker-series/,15,73.33%,11,0.00%,1.07,00:01:36,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,15,26.67%,4,26.67%,1.47,00:03:53,0.00%,0,$0.00
daniels.du.edu/international-business/,15,66.67%,10,0.00%,1.80,00:05:33,0.00%,0,$0.00
daniels.du.edu/marketing/,15,60.00%,9,13.33%,2.47,00:03:37,0.00%,0,$0.00
daniels.du.edu/blog/effective-immersion-experience/,14,92.86%,13,35.71%,1.00,00:00:20,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,14,85.71%,12,28.57%,1.00,00:01:43,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,14,92.86%,13,21.43%,1.07,00:02:25,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,14,71.43%,10,0.00%,1.43,00:03:19,7.14%,1,$0.00
daniels.du.edu/graduate-admissions/international-students/,14,50.00%,7,35.71%,1.86,00:02:24,14.29%,2,$0.00
daniels.du.edu/undergraduate-programs/,14,35.71%,5,0.00%,3.57,00:02:37,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/finance-non-financial-managers/,13,76.92%,10,30.77%,1.15,00:00:51,0.00%,0,$0.00
daniels.du.edu/finance/,13,53.85%,7,23.08%,2.38,00:03:11,0.00%,0,$0.00
daniels.du.edu/blog/,12,16.67%,2,0.00%,2.33,00:02:26,0.00%,0,$0.00
daniels.du.edu/blog/daniels-student-graduates-to-world-of-possibilities/,12,58.33%,7,16.67%,1.08,00:01:07,0.00%,0,$0.00
daniels.du.edu/executive-phd/faculty/,12,0.00%,0,33.33%,1.33,00:01:42,0.00%,0,$0.00
daniels.du.edu/programs/,12,83.33%,10,33.33%,2.33,00:01:31,16.67%,2,$0.00
daniels.du.edu/blog/bitcoin-blockchain-and-more/,11,18.18%,2,45.45%,1.09,00:01:43,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,11,54.55%,6,0.00%,1.82,00:01:19,18.18%,2,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,11,54.55%,6,36.36%,1.64,00:02:31,0.00%,0,$0.00
daniels.du.edu/executive-phd/?utm_licrid=173650414,11,72.73%,8,72.73%,1.09,00:00:15,0.00%,0,$0.00
daniels.du.edu/ocm/,11,9.09%,1,9.09%,2.91,00:05:17,0.00%,0,$0.00
daniels.du.edu/recruiters-companies/corporate-partners-program/,11,54.55%,6,9.09%,1.09,00:00:35,0.00%,0,$0.00
daniels.du.edu/accountancy/faculty-staff/,10,70.00%,7,20.00%,3.60,00:06:12,0.00%,0,$0.00
daniels.du.edu/blog/ask-the-experts-the-pros-cons-of-staycations/,10,80.00%,8,0.00%,1.00,00:00:33,0.00%,0,$0.00
,"9,436",71.09%,"6,708",37.34%,1.62,00:01:44,1.43%,135,$0.00

Day Index,Sessions
6/5/22,927
6/6/22,"1,701"
6/7/22,"1,415"
6/8/22,"1,291"
6/9/22,"1,493"
6/10/22,"1,461"
6/11/22,"1,148"
,"9,436"
