# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220703-20220709
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/blog/emotions-have-surprising-influence-on-leadership-and-life/,12,100.00%,12,0.00%,1.00,00:01:58,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,12,100.00%,12,8.33%,1.25,00:02:08,0.00%,0,$0.00
daniels.du.edu/blog/qa-politics-and-ethics-in-business/,12,100.00%,12,0.00%,1.33,00:05:51,0.00%,0,$0.00
daniels.du.edu/danielsparking/,12,0.00%,0,8.33%,2.67,00:03:13,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,12,16.67%,2,33.33%,1.42,00:04:13,33.33%,4,$0.00
daniels.du.edu/directory/yashar-atefi/,12,25.00%,3,0.00%,1.25,00:03:47,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,12,58.33%,7,0.00%,2.00,00:02:13,0.00%,0,$0.00
daniels.du.edu/finance/,12,83.33%,10,8.33%,2.58,00:04:12,0.00%,0,$0.00
daniels.du.edu/international-business/,12,66.67%,8,0.00%,1.50,00:02:46,0.00%,0,$0.00
daniels.du.edu/management/bachelors/,12,100.00%,12,25.00%,1.75,00:00:59,0.00%,0,$0.00
daniels.du.edu/voe/voe-podcast/,12,8.33%,1,8.33%,2.92,00:11:29,0.00%,0,$0.00
daniels.du.edu/blog/best-places-to-start-a-business-in-colorado/,11,81.82%,9,9.09%,1.00,00:01:07,0.00%,0,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,11,100.00%,11,18.18%,1.00,00:00:57,0.00%,0,$0.00
daniels.du.edu/blog/mining-for-gold-leveraging-nfts/,11,81.82%,9,27.27%,1.36,00:06:14,0.00%,0,$0.00
daniels.du.edu/blog/talent-acquisition/,11,90.91%,10,36.36%,1.27,00:01:01,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,11,45.45%,5,54.55%,2.64,00:05:12,0.00%,0,$0.00
daniels.du.edu/directory/lijia-karen-xie/,11,81.82%,9,27.27%,1.18,00:00:32,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,11,81.82%,9,9.09%,2.18,00:07:15,9.09%,1,$0.00
daniels.du.edu/programs/,11,90.91%,10,36.36%,1.18,00:00:14,0.00%,0,$0.00
daniels.du.edu/request-info-form/,11,63.64%,7,18.18%,1.36,00:01:34,0.00%,0,$0.00
daniels.du.edu/blog/du-field-notes-five-epic-parks-for-your-next-adventure/,10,100.00%,10,30.00%,1.20,00:01:15,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,10,90.00%,9,10.00%,1.20,00:01:41,0.00%,0,$0.00
daniels.du.edu/continuing-education/,10,60.00%,6,10.00%,3.40,00:08:38,0.00%,0,$0.00
daniels.du.edu/directory/dennis-wittmer/,10,30.00%,3,0.00%,1.50,00:03:19,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,10,40.00%,4,10.00%,1.80,00:05:49,0.00%,0,$0.00
daniels.du.edu/graduate-certificates/,10,30.00%,3,20.00%,2.40,00:01:17,10.00%,1,$0.00
daniels.du.edu/mlm-free-bird-2/,10,0.00%,0,10.00%,32.80,00:35:17,0.00%,0,$0.00
daniels.du.edu/blog/new-high-tech-collaboratory-positions-students-for-success/,9,66.67%,6,22.22%,1.67,00:05:01,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,9,55.56%,5,55.56%,1.78,00:00:29,0.00%,0,$0.00
daniels.du.edu/finance/faculty-staff/,9,88.89%,8,33.33%,1.33,00:01:30,0.00%,0,$0.00
daniels.du.edu/ocm/,9,22.22%,2,0.00%,3.33,00:03:02,0.00%,0,$0.00
daniels.du.edu/about/,8,37.50%,3,0.00%,1.88,00:02:59,0.00%,0,$0.00
daniels.du.edu/blog/critical-knowledge-needed-begin-mba/,8,75.00%,6,25.00%,1.38,00:02:30,0.00%,0,$0.00
daniels.du.edu/blog/how-to-use-coso-to-assess-it-controls/,8,75.00%,6,12.50%,1.00,00:00:21,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/finance-non-financial-managers/,8,100.00%,8,37.50%,1.12,00:01:58,0.00%,0,$0.00
,"5,258",66.07%,"3,474",26.11%,1.85,00:02:24,1.62%,85,$0.00

Day Index,Sessions
7/3/22,448
7/4/22,418
7/5/22,940
7/6/22,"1,024"
7/7/22,"1,019"
7/8/22,880
7/9/22,529
,"5,258"
