# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220501-20220507
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/recruiters-companies/,24,20.83%,5,70.83%,1.25,00:00:42,4.17%,1,$0.00
daniels.du.edu/accountancy/,23,73.91%,17,4.35%,2.17,00:02:26,0.00%,0,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,23,78.26%,18,26.09%,1.04,00:00:43,0.00%,0,$0.00
daniels.du.edu/duvin-festival//,23,95.65%,22,4.35%,1.09,00:00:42,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/garage/,23,34.78%,8,13.04%,1.61,00:02:29,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,23,43.48%,10,21.74%,2.48,00:03:18,8.70%,2,$0.00
daniels.du.edu/request-info-form/,22,50.00%,11,4.55%,1.86,00:04:40,4.55%,1,$0.00
daniels.du.edu/blog/learning-by-example-attaining-distinction/,20,65.00%,13,35.00%,1.00,00:00:32,0.00%,0,$0.00
daniels.du.edu/international-business/,20,70.00%,14,15.00%,2.25,00:03:56,0.00%,0,$0.00
daniels.du.edu/student-organizations/,20,50.00%,10,10.00%,1.85,00:02:32,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,19,47.37%,9,10.53%,1.79,00:02:33,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/finance-non-financial-managers/,19,63.16%,12,26.32%,1.21,00:00:34,0.00%,0,$0.00
daniels.du.edu/marketing/,19,68.42%,13,5.26%,2.95,00:05:01,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/base-camp/,18,50.00%,9,38.89%,1.50,00:02:08,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,17,17.65%,3,0.00%,1.29,00:04:24,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,17,70.59%,12,29.41%,1.12,00:01:17,0.00%,0,$0.00
daniels.du.edu/executive-education/high-performance-leadership-program/,17,70.59%,12,29.41%,1.35,00:02:34,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,17,76.47%,13,5.88%,1.59,00:05:13,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/contact-us/,17,64.71%,11,11.76%,1.53,00:02:34,11.76%,2,$0.00
daniels.du.edu/graduate-certificates/,16,50.00%,8,31.25%,2.12,00:02:36,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,15,100.00%,15,6.67%,1.00,00:00:44,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,15,53.33%,8,53.33%,1.13,00:01:47,0.00%,0,$0.00
daniels.du.edu/business-ethics-legal-studies/,15,33.33%,5,0.00%,2.47,00:02:12,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,15,33.33%,5,6.67%,2.53,00:01:07,0.00%,0,$0.00
daniels.du.edu/programs/,15,46.67%,7,46.67%,2.00,00:01:38,0.00%,0,$0.00
daniels.du.edu/accountancy/faculty-staff/,14,64.29%,9,14.29%,3.00,00:05:46,0.00%,0,$0.00
daniels.du.edu/blog/5-money-saving-sustainable-tips-for-college-students/,14,92.86%,13,42.86%,1.21,00:00:12,0.00%,0,$0.00
daniels.du.edu/directory/corey-ciocchetti/,14,57.14%,8,21.43%,1.14,00:00:30,0.00%,0,$0.00
daniels.du.edu/newsletter-submission-form/,14,35.71%,5,0.00%,2.14,00:05:39,0.00%,0,$0.00
daniels.du.edu/summer/,14,78.57%,11,35.71%,1.86,00:01:02,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/admission/,14,42.86%,6,14.29%,1.36,00:00:41,14.29%,2,$0.00
daniels.du.edu/blog/,13,38.46%,5,0.00%,2.92,00:03:49,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,13,53.85%,7,0.00%,2.54,00:03:23,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,13,53.85%,7,7.69%,2.23,00:05:10,0.00%,0,$0.00
daniels.du.edu/ocm/,13,0.00%,0,0.00%,4.00,00:03:46,0.00%,0,$0.00
daniels.du.edu/race-and-case/,13,53.85%,7,23.08%,2.46,00:02:16,0.00%,0,$0.00
daniels.du.edu/blog/apartment-survey-shows-average-rent-more-than-1700/,12,100.00%,12,25.00%,1.67,00:01:36,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,12,100.00%,12,0.00%,1.08,00:01:47,0.00%,0,$0.00
daniels.du.edu/directory/john-buffington/,12,83.33%,10,8.33%,1.08,00:00:48,0.00%,0,$0.00
,"9,662",65.75%,"6,353",31.90%,1.72,00:01:57,1.59%,154,$0.00

Day Index,Sessions
5/1/22,935
5/2/22,"1,728"
5/3/22,"1,377"
5/4/22,"1,581"
5/5/22,"1,549"
5/6/22,"1,462"
5/7/22,"1,030"
,"9,662"
