# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220807-20220813
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/race-and-case/,22,81.82%,18,18.18%,2.50,00:04:13,0.00%,0,$0.00
daniels.du.edu/burns-school/support/collaboratory/,20,85.00%,17,30.00%,1.20,00:01:16,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,20,85.00%,17,75.00%,1.10,00:02:21,0.00%,0,$0.00
daniels.du.edu/blog/du-alumna-notches-victories-on-and-off-the-soccer-field/,19,89.47%,17,10.53%,1.26,00:01:22,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/academics/,19,42.11%,8,31.58%,2.95,00:01:43,0.00%,0,$0.00
daniels.du.edu/directory/lijia-karen-xie/,18,72.22%,13,11.11%,1.11,00:00:45,0.00%,0,$0.00
daniels.du.edu/executive-education/high-performance-leadership-program/,18,66.67%,12,33.33%,2.61,00:03:20,0.00%,0,$0.00
daniels.du.edu/accountancy/,17,76.47%,13,11.76%,2.41,00:05:00,0.00%,0,$0.00
daniels.du.edu/blog/,17,35.29%,6,35.29%,2.53,00:06:24,0.00%,0,$0.00
daniels.du.edu/blog/how-executive-education-short-courses-help-mid-career-professionals/,17,64.71%,11,5.88%,1.47,00:01:06,0.00%,0,$0.00
daniels.du.edu/directory/tianjie-deng/,17,82.35%,14,0.00%,1.12,00:00:22,0.00%,0,$0.00
daniels.du.edu/executive-education/,17,41.18%,7,5.88%,3.59,00:05:04,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,17,76.47%,13,5.88%,1.59,00:01:32,0.00%,0,$0.00
daniels.du.edu/ocm/,17,58.82%,10,29.41%,1.76,00:00:43,0.00%,0,$0.00
daniels.du.edu/about/,16,37.50%,6,12.50%,1.69,00:04:03,6.25%,1,$0.00
daniels.du.edu/finance/certificates/,16,68.75%,11,18.75%,2.50,00:04:38,18.75%,3,$0.00
daniels.du.edu/marketing/bachelors/,16,87.50%,14,6.25%,2.06,00:02:10,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,15,93.33%,14,6.67%,1.07,00:01:54,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,15,46.67%,7,6.67%,2.80,00:03:00,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,15,53.33%,8,33.33%,1.20,00:01:21,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,15,26.67%,4,6.67%,1.60,00:04:31,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/accelerated-leadership-experience/,15,66.67%,10,46.67%,1.53,00:02:09,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/digital-marketing/,15,66.67%,10,33.33%,1.40,00:00:20,6.67%,1,$0.00
daniels.du.edu/executive-education/workshops/finance-non-financial-managers/,15,86.67%,13,40.00%,1.33,00:00:55,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,15,66.67%,10,26.67%,1.53,00:03:49,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,15,93.33%,14,13.33%,4.47,00:01:49,0.00%,0,$0.00
daniels.du.edu/recruiters-companies/,15,60.00%,9,60.00%,1.67,00:03:22,0.00%,0,$0.00
daniels.du.edu/about/ethics/,14,42.86%,6,7.14%,1.07,00:01:15,0.00%,0,$0.00
daniels.du.edu/danielsparking/,14,0.00%,0,0.00%,3.07,00:03:52,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,14,64.29%,9,0.00%,2.14,00:02:06,0.00%,0,$0.00
daniels.du.edu/discover-denver/,14,50.00%,7,21.43%,2.86,00:07:10,0.00%,0,$0.00
daniels.du.edu/blog/how-to-use-coso-to-assess-it-controls/,13,76.92%,10,15.38%,1.08,00:00:25,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/bachelors/,13,84.62%,11,0.00%,2.69,00:07:52,0.00%,0,$0.00
daniels.du.edu/cibic/,12,75.00%,9,50.00%,1.08,00:00:15,0.00%,0,$0.00
daniels.du.edu/finance/faculty-staff/,12,83.33%,10,0.00%,3.75,00:01:37,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,12,75.00%,9,25.00%,1.92,00:00:39,0.00%,0,$0.00
daniels.du.edu/blog/how-to-manage-your-time-in-an-mba-program/,11,81.82%,9,18.18%,1.18,00:02:02,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/,11,63.64%,7,36.36%,1.55,00:01:59,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,11,36.36%,4,9.09%,1.09,00:00:18,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/events/,11,63.64%,7,0.00%,1.82,00:02:23,9.09%,1,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,11,72.73%,8,27.27%,1.00,00:00:11,0.00%,0,$0.00
daniels.du.edu/management/bachelors/,11,81.82%,9,9.09%,1.36,00:01:16,0.00%,0,$0.00
daniels.du.edu/marketing/graduate-certificates/,11,54.55%,6,9.09%,2.45,00:08:35,9.09%,1,$0.00
daniels.du.edu/request-info-form/,11,45.45%,5,0.00%,1.55,00:02:02,0.00%,0,$0.00
daniels.du.edu/about/leadership/,10,80.00%,8,40.00%,2.10,00:02:02,0.00%,0,$0.00
daniels.du.edu/blog/accounting-graduates-selected-for-prestigious-board-positions/,10,80.00%,8,20.00%,1.10,00:00:15,0.00%,0,$0.00
daniels.du.edu/directory/eric-holt/,10,70.00%,7,0.00%,1.70,00:00:51,0.00%,0,$0.00
daniels.du.edu/directory/haragopal-parsa/,10,70.00%,7,0.00%,1.00,00:00:11,0.00%,0,$0.00
daniels.du.edu/directory/melissa-akaka/,10,70.00%,7,0.00%,1.70,00:05:29,0.00%,0,$0.00
daniels.du.edu/directory/pamela-bard/,10,80.00%,8,0.00%,1.00,00:00:53,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/data-visualization/,10,90.00%,9,0.00%,1.30,00:04:16,0.00%,0,$0.00
daniels.du.edu/finance/,10,70.00%,7,0.00%,3.50,00:04:19,0.00%,0,$0.00
daniels.du.edu/management/faculty-staff/,10,70.00%,7,0.00%,3.40,00:06:30,0.00%,0,$0.00
daniels.du.edu/accountancy/faculty-staff/,9,77.78%,7,33.33%,2.33,00:00:42,0.00%,0,$0.00
daniels.du.edu/blog/accomplished-daniels-alumni-honored-by-management-department/,9,55.56%,5,55.56%,1.00,00:00:19,0.00%,0,$0.00
daniels.du.edu/blog/best-places-to-start-a-business-in-colorado/,9,77.78%,7,0.00%,1.00,00:04:36,0.00%,0,$0.00
daniels.du.edu/blog/emotions-have-surprising-influence-on-leadership-and-life/,9,77.78%,7,22.22%,1.00,00:00:48,0.00%,0,$0.00
,"5,754",66.88%,"3,848",23.22%,1.94,00:02:33,2.14%,123,$0.00

Day Index,Sessions
8/7/22,521
8/8/22,985
8/9/22,965
8/10/22,984
8/11/22,980
8/12/22,823
8/13/22,496
,"5,754"
