# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220626-20220702
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/executive-education/high-performance-leadership-program/,11,72.73%,8,9.09%,3.18,00:05:00,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,11,90.91%,10,0.00%,1.00,00:01:32,0.00%,0,$0.00
daniels.du.edu/student-profiles/vanessa-manjarrez/,11,90.91%,10,0.00%,1.00,00:00:02,0.00%,0,$0.00
daniels.du.edu/about/leadership/,10,50.00%,5,10.00%,2.50,00:04:53,0.00%,0,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,10,90.00%,9,20.00%,1.00,00:02:47,0.00%,0,$0.00
daniels.du.edu/blog/emotional-intelligence-key-effective-leadership/,10,100.00%,10,10.00%,1.00,00:02:21,0.00%,0,$0.00
daniels.du.edu/blog/mba-grad-shoots-for-the-stars-at-united-launch-alliance/,10,10.00%,1,0.00%,1.10,00:00:12,0.00%,0,$0.00
daniels.du.edu/blog/qa-four-seasons-hotels-resorts/,10,90.00%,9,0.00%,1.30,00:03:15,0.00%,0,$0.00
daniels.du.edu/blog/summer-internship-goals-and-expectations-by-rebecca-damas/,10,100.00%,10,10.00%,1.00,00:00:12,0.00%,0,$0.00
,"10,845",71.43%,"7,747",42.04%,1.65,00:01:41,1.62%,176,$0.00

Day Index,Sessions
6/26/22,"1,336"
6/27/22,"2,136"
6/28/22,"1,895"
6/29/22,"1,947"
6/30/22,"2,249"
7/1/22,856
7/2/22,426
,"10,845"
