# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220424-20220430
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,39,92.31%,36,10.26%,1.05,00:02:20,0.00%,0,$0.00
daniels.du.edu/burns-school/masters/?utm_licrid=143457464,39,82.05%,32,89.74%,1.13,00:00:13,0.00%,0,$0.00
daniels.du.edu/programs/mba-landing/?utm_licrid=143429644,37,75.68%,28,83.78%,1.11,00:00:57,0.00%,0,$0.00
daniels.du.edu/request-info-form/,35,68.57%,24,5.71%,2.26,00:02:28,2.86%,1,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,34,73.53%,25,14.71%,2.56,00:02:20,5.88%,2,$0.00
daniels.du.edu/entrepreneurship/base-camp/,33,39.39%,13,45.45%,1.58,00:03:52,0.00%,0,$0.00
daniels.du.edu/marketing/bachelors/,33,57.58%,19,0.00%,2.21,00:03:52,0.00%,0,$0.00
daniels.du.edu/accountancy/bachelors/,32,65.62%,21,6.25%,2.12,00:02:30,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/bachelors/,32,50.00%,16,0.00%,1.91,00:04:28,0.00%,0,$0.00
daniels.du.edu/management/masters/?utm_licrid=160870504,32,81.25%,26,93.75%,1.06,00:00:53,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,32,46.88%,15,9.38%,2.34,00:04:00,9.38%,3,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,31,74.19%,23,12.90%,2.00,00:02:27,0.00%,0,$0.00
daniels.du.edu/iee/programs/elevate-ethics/,30,56.67%,17,33.33%,1.63,00:01:45,0.00%,0,$0.00
daniels.du.edu/blog/1m-gift-launches-first-family-business-program-in-higher-education-in-colorado-region/,29,93.10%,27,96.55%,1.03,00:00:42,0.00%,0,$0.00
daniels.du.edu/blog/virtual-reality-comes-to-life-in-the-classroom/,29,72.41%,21,20.69%,1.10,00:01:17,0.00%,0,$0.00
daniels.du.edu/duvin-festival,28,78.57%,22,7.14%,1.00,00:00:23,0.00%,0,$0.00
daniels.du.edu/programs/mba-landing/?utm_licrid=160079674,27,59.26%,16,96.30%,1.00,00:00:01,0.00%,0,$0.00
daniels.du.edu/blog/clearing-up-the-family-enterprise-lingo/,25,72.00%,18,36.00%,1.00,00:00:41,0.00%,0,$0.00
daniels.du.edu/blog/daniels-events/entrepreneurshipduthe-business-of-coffee/,25,32.00%,8,24.00%,1.44,00:03:34,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,25,84.00%,21,32.00%,1.12,00:00:59,0.00%,0,$0.00
daniels.du.edu/directory/,25,36.00%,9,0.00%,3.76,00:05:43,0.00%,0,$0.00
daniels.du.edu/international-business/,25,60.00%,15,16.00%,2.84,00:06:33,0.00%,0,$0.00
daniels.du.edu/management/bachelors/,25,32.00%,8,16.00%,1.20,00:01:26,0.00%,0,$0.00
daniels.du.edu/accountancy/,24,62.50%,15,4.17%,3.42,00:03:09,0.00%,0,$0.00
daniels.du.edu/cibic/,24,62.50%,15,37.50%,1.67,00:01:54,0.00%,0,$0.00
daniels.du.edu/recruiters-companies/,24,29.17%,7,62.50%,1.42,00:01:13,4.17%,1,$0.00
daniels.du.edu/executive-education/,23,52.17%,12,13.04%,2.35,00:03:19,0.00%,0,$0.00
daniels.du.edu/blog/apartment-survey-shows-rent-increases-and-steady-vacancy/,22,77.27%,17,36.36%,1.05,00:01:01,0.00%,0,$0.00
daniels.du.edu/blog/daniels-events/israel-course/,22,68.18%,15,9.09%,1.18,00:00:17,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,22,50.00%,11,4.55%,3.82,00:02:55,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,22,81.82%,18,68.18%,1.14,00:00:28,0.00%,0,$0.00
daniels.du.edu/danielsparking/,21,9.52%,2,0.00%,3.95,00:05:38,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,21,47.62%,10,19.05%,3.00,00:06:12,0.00%,0,$0.00
daniels.du.edu/graduate-certificates/,20,65.00%,13,25.00%,2.65,00:06:21,10.00%,2,$0.00
daniels.du.edu/race-and-case/,20,60.00%,12,30.00%,1.35,00:00:27,0.00%,0,$0.00
daniels.du.edu/student-organizations/,20,30.00%,6,0.00%,2.00,00:03:43,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/,19,0.00%,0,10.53%,2.05,00:02:39,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/contact-us/,19,52.63%,10,21.05%,1.47,00:02:41,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,19,36.84%,7,47.37%,1.89,00:03:29,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,18,27.78%,5,0.00%,1.50,00:09:33,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,18,66.67%,12,22.22%,3.28,00:05:10,0.00%,0,$0.00
daniels.du.edu/finance/,18,72.22%,13,5.56%,4.61,00:03:07,5.56%,1,$0.00
daniels.du.edu/blog/how-to-recover-from-academic-probation/,17,64.71%,11,35.29%,1.00,00:00:20,0.00%,0,$0.00
daniels.du.edu/blog/conscious-communication-by-keeley-hunter/,16,62.50%,10,31.25%,1.12,00:03:01,0.00%,0,$0.00
daniels.du.edu/blog/wealth-worth-and-well-being/,16,68.75%,11,31.25%,1.06,00:02:23,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,16,43.75%,7,6.25%,2.25,00:03:32,0.00%,0,$0.00
daniels.du.edu/directory/charles-dhanaraj/,16,75.00%,12,0.00%,1.56,00:00:49,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,16,75.00%,12,6.25%,1.56,00:02:16,0.00%,0,$0.00
daniels.du.edu/blog/restaurants-ambiance-service-important-food-quality/,15,80.00%,12,6.67%,1.13,00:01:35,0.00%,0,$0.00
daniels.du.edu/iee/,15,33.33%,5,33.33%,1.67,00:00:32,0.00%,0,$0.00
daniels.du.edu/ocm/,15,6.67%,1,13.33%,2.73,00:06:01,0.00%,0,$0.00
,"13,953",67.84%,"9,466",43.15%,1.58,00:01:42,1.48%,207,$0.00

Day Index,Sessions
4/24/22,"1,465"
4/25/22,"2,114"
4/26/22,"2,292"
4/27/22,"2,272"
4/28/22,"2,493"
4/29/22,"1,915"
4/30/22,"1,402"
,"13,953"
