# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220522-20220528
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/executive-phd/?utm_licrid=173650414,32,84.38%,27,62.50%,1.28,00:01:08,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,32,87.50%,28,50.00%,1.41,00:00:48,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,31,93.55%,29,29.03%,1.06,00:01:51,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/events/,30,76.67%,23,40.00%,1.93,00:02:15,10.00%,3,$0.00
daniels.du.edu/career-services/,27,44.44%,12,18.52%,2.44,00:01:16,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/data-visualization/,27,81.48%,22,48.15%,1.22,00:02:59,0.00%,0,$0.00
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,26,96.15%,25,19.23%,1.15,00:03:21,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,25,28.00%,7,0.00%,1.12,00:04:31,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/,24,0.00%,0,0.00%,1.33,00:01:57,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,24,50.00%,12,66.67%,2.42,00:06:07,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,24,50.00%,12,50.00%,2.54,00:04:13,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/academics/,24,41.67%,10,8.33%,2.08,00:01:39,4.17%,1,$0.00
daniels.du.edu/blog/full-time-mba-program-at-daniels-climbs-in-rankings/,23,86.96%,20,39.13%,2.35,00:01:25,0.00%,0,$0.00
daniels.du.edu/blog/scaling-for-success-how-nonprofits-can-expand-their-reach/,23,86.96%,20,34.78%,1.00,00:00:57,0.00%,0,$0.00
daniels.du.edu/blog/summer-internship-goals-and-expectations-by-rebecca-damas/,23,95.65%,22,4.35%,1.04,00:01:00,4.35%,1,$0.00
daniels.du.edu/business-information-analytics/bachelors/,23,69.57%,16,8.70%,3.35,00:03:00,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,23,60.87%,14,30.43%,1.61,00:01:01,0.00%,0,$0.00
daniels.du.edu/blog/scholarships-make-diving-in-to-du-possible/,22,86.36%,19,4.55%,1.00,00:01:30,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,22,77.27%,17,50.00%,1.91,00:04:39,0.00%,0,$0.00
daniels.du.edu/executive-education/high-performance-leadership-program/,22,63.64%,14,18.18%,1.45,00:00:41,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,22,31.82%,7,4.55%,2.68,00:02:54,0.00%,0,$0.00
daniels.du.edu/finance/bachelors/,22,54.55%,12,0.00%,1.86,00:02:08,4.55%,1,$0.00
daniels.du.edu/marketing/,22,72.73%,16,9.09%,2.59,00:02:25,4.55%,1,$0.00
daniels.du.edu/recruiters-companies/,22,54.55%,12,50.00%,1.41,00:01:17,4.55%,1,$0.00
daniels.du.edu/about/,21,47.62%,10,23.81%,1.52,00:01:32,0.00%,0,$0.00
daniels.du.edu/accountancy/bachelors/,21,61.90%,13,4.76%,2.00,00:02:57,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/garage/,21,38.10%,8,19.05%,1.67,00:01:43,4.76%,1,$0.00
daniels.du.edu/student-organizations/,21,61.90%,13,19.05%,2.00,00:02:06,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,19,57.89%,11,15.79%,2.21,00:04:41,5.26%,1,$0.00
daniels.du.edu/hospitality-management/degree-requirements/,19,31.58%,6,21.05%,1.68,00:01:18,0.00%,0,$0.00
daniels.du.edu/accountancy/,18,33.33%,6,5.56%,2.94,00:03:12,0.00%,0,$0.00
daniels.du.edu/blog/du-online-programs-recognized-in-u-s-news-2022-rankings/,18,88.89%,16,22.22%,1.50,00:00:28,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,18,66.67%,12,5.56%,2.06,00:01:53,0.00%,0,$0.00
daniels.du.edu/blog/,17,23.53%,4,17.65%,3.65,00:07:53,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,17,94.12%,16,23.53%,1.06,00:02:44,0.00%,0,$0.00
daniels.du.edu/blog/how-to-recover-from-academic-probation/,17,94.12%,16,11.76%,1.00,00:00:34,0.00%,0,$0.00
daniels.du.edu/about/leadership/,16,56.25%,9,18.75%,1.94,00:01:06,0.00%,0,$0.00
daniels.du.edu/blog/10-questions-with-mac-clouse-whats-a-spac/,16,56.25%,9,37.50%,1.06,00:01:16,0.00%,0,$0.00
daniels.du.edu/blog/meet-the-emba-team/,16,31.25%,5,43.75%,1.81,00:03:06,0.00%,0,$0.00
daniels.du.edu/directory/kerry-plemmons/,16,81.25%,13,12.50%,1.69,00:01:54,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,16,81.25%,13,0.00%,2.25,00:01:40,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,16,75.00%,12,12.50%,3.31,00:04:17,6.25%,1,$0.00
daniels.du.edu/management/bachelors/,16,56.25%,9,6.25%,1.94,00:02:01,0.00%,0,$0.00
daniels.du.edu/ocm/plan-your-event/,16,62.50%,10,6.25%,1.12,00:00:08,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/admission/,16,43.75%,7,25.00%,2.94,00:03:30,6.25%,1,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,15,100.00%,15,13.33%,1.00,00:01:26,0.00%,0,$0.00
daniels.du.edu/danielsparking/,15,6.67%,1,0.00%,3.40,00:06:43,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/strategic-data/,15,93.33%,14,53.33%,1.27,00:00:11,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,15,60.00%,9,0.00%,4.87,00:09:38,20.00%,3,$0.00
daniels.du.edu/request-info-form/,15,53.33%,8,20.00%,1.53,00:04:25,13.33%,2,$0.00
daniels.du.edu/blog/effective-immersion-experience/,14,100.00%,14,28.57%,1.07,00:01:07,0.00%,0,$0.00
,"14,499",73.44%,"10,648",44.63%,1.64,00:01:34,1.42%,206,$0.00

Day Index,Sessions
5/22/22,"1,243"
5/23/22,"2,481"
5/24/22,"2,405"
5/25/22,"1,750"
5/26/22,"1,896"
5/27/22,"2,048"
5/28/22,"2,676"
,"14,499"
