# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220619-20220625
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/blog/1m-gift-launches-first-family-business-program-in-higher-education-in-colorado-region/,39,94.87%,37,94.87%,1.05,00:00:42,0.00%,0,$0.00
daniels.du.edu/burns-video-hub/,39,89.74%,35,56.41%,1.15,00:00:11,0.00%,0,$0.00
daniels.du.edu/ocm/brand-toolkit/,38,34.21%,13,18.42%,1.61,00:01:05,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,34,91.18%,31,17.65%,1.03,00:04:29,0.00%,0,$0.00
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,33,93.94%,31,45.45%,1.03,00:00:34,0.00%,0,$0.00
daniels.du.edu/career-services/,30,53.33%,16,26.67%,1.47,00:01:32,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,30,90.00%,27,23.33%,1.03,00:01:32,0.00%,0,$0.00
daniels.du.edu/finance/bachelors/,29,37.93%,11,17.24%,1.62,00:01:11,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,28,28.57%,8,10.71%,1.36,00:06:04,0.00%,0,$0.00
daniels.du.edu/about/,26,30.77%,8,15.38%,2.19,00:03:15,0.00%,0,$0.00
daniels.du.edu/graduate-certificates/,26,50.00%,13,19.23%,1.92,00:03:08,3.85%,1,$0.00
daniels.du.edu/undergraduate-programs/academics/,26,42.31%,11,19.23%,2.35,00:07:46,0.00%,0,$0.00
daniels.du.edu/blog/life-is-short-but-life-is-long-as-well/,25,88.00%,22,36.00%,1.24,00:00:44,0.00%,0,$0.00
daniels.du.edu/burns-school/support/collaboratory/,25,72.00%,18,32.00%,1.36,00:01:45,0.00%,0,$0.00
daniels.du.edu/events/,25,72.00%,18,24.00%,2.96,00:01:30,0.00%,0,$0.00
daniels.du.edu/blog/with-yoda-like-wisdom-professors-impact-stretches-beyond/,24,95.83%,23,25.00%,1.04,00:00:58,0.00%,0,$0.00
daniels.du.edu/directory/charles-dhanaraj/,24,79.17%,19,0.00%,1.71,00:01:17,0.00%,0,$0.00
daniels.du.edu/executive-education/,24,54.17%,13,12.50%,4.12,00:08:15,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,24,70.83%,17,33.33%,1.42,00:01:40,0.00%,0,$0.00
daniels.du.edu/burns-school/bachelors/,23,78.26%,18,8.70%,2.74,00:03:16,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/,23,65.22%,15,17.39%,2.26,00:03:37,0.00%,0,$0.00
daniels.du.edu/request-info-form/,23,30.43%,7,26.09%,1.39,00:03:32,4.35%,1,$0.00
daniels.du.edu/blog/from-lawyer-to-tech-ceo/,21,76.19%,16,71.43%,1.43,00:01:21,0.00%,0,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,21,100.00%,21,14.29%,1.00,00:01:07,0.00%,0,$0.00
daniels.du.edu/directory/,21,19.05%,4,4.76%,5.10,00:04:22,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/bachelors/,20,80.00%,16,10.00%,2.05,00:01:57,5.00%,1,$0.00
daniels.du.edu/marketing/bachelors/,20,90.00%,18,15.00%,2.30,00:04:00,5.00%,1,$0.00
daniels.du.edu/blog/summer-internship-goals-and-expectations-by-rebecca-damas/,19,94.74%,18,5.26%,1.11,00:01:03,0.00%,0,$0.00
daniels.du.edu/international-business/,19,89.47%,17,0.00%,2.21,00:01:23,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,18,88.89%,16,27.78%,1.06,00:01:40,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,18,83.33%,15,27.78%,1.89,00:03:35,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,17,70.59%,12,23.53%,1.53,00:01:05,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,17,76.47%,13,70.59%,1.82,00:01:02,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,17,94.12%,16,29.41%,1.65,00:01:10,0.00%,0,$0.00
daniels.du.edu/accountancy/bachelors/,16,68.75%,11,25.00%,2.56,00:01:20,0.00%,0,$0.00
daniels.du.edu/blog/restaurants-ambiance-service-important-food-quality/,16,81.25%,13,18.75%,1.00,00:00:19,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,16,87.50%,14,12.50%,2.12,00:01:51,0.00%,0,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,15,86.67%,13,26.67%,1.07,00:00:46,0.00%,0,$0.00
daniels.du.edu/blog/6-ways-to-be-a-more-effective-communicator/,14,92.86%,13,28.57%,1.07,00:00:55,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/events/,14,57.14%,8,42.86%,2.07,00:01:22,0.00%,0,$0.00
daniels.du.edu/marketing/graduate-certificates/,14,14.29%,2,14.29%,1.36,00:04:06,7.14%,1,$0.00
daniels.du.edu/blog/du-research-lab-uses-human-behavior-to-drive-business-decisions/,13,76.92%,10,7.69%,1.00,00:00:51,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,13,76.92%,10,0.00%,2.46,00:03:40,15.38%,2,$0.00
daniels.du.edu/directory/shahram-amini/,13,53.85%,7,15.38%,1.23,00:02:26,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/digital-marketing/,13,61.54%,8,30.77%,1.54,00:00:56,0.00%,0,$0.00
daniels.du.edu/executive-phd/?utm_licrid=173650414,13,100.00%,13,46.15%,1.23,00:01:14,0.00%,0,$0.00
daniels.du.edu/accountancy/,12,58.33%,7,8.33%,2.00,00:01:53,8.33%,1,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,12,91.67%,11,33.33%,1.00,00:03:43,0.00%,0,$0.00
daniels.du.edu/blog/the-four-disciplines-of-organizational-health/,12,100.00%,12,0.00%,1.08,00:05:38,0.00%,0,$0.00
daniels.du.edu/directory/eric-holt/,12,75.00%,9,8.33%,1.33,00:01:51,0.00%,0,$0.00
daniels.du.edu/finance/,12,58.33%,7,8.33%,3.25,00:02:14,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,12,75.00%,9,25.00%,1.00,00:00:35,0.00%,0,$0.00
daniels.du.edu/blog/difference-professional-executive-mba/,11,81.82%,9,27.27%,1.18,00:00:13,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,11,100.00%,11,0.00%,1.00,00:00:29,0.00%,0,$0.00
daniels.du.edu/marketing/,11,36.36%,4,0.00%,1.91,00:04:12,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,11,54.55%,6,36.36%,2.45,00:02:44,0.00%,0,$0.00
daniels.du.edu/accountancy/faculty-staff/,10,60.00%,6,40.00%,1.50,00:00:39,0.00%,0,$0.00
daniels.du.edu/blog/,10,20.00%,2,10.00%,4.40,00:13:49,0.00%,0,$0.00
daniels.du.edu/blog/emotions-have-surprising-influence-on-leadership-and-life/,10,100.00%,10,10.00%,1.20,00:00:57,0.00%,0,$0.00
daniels.du.edu/blog/how-to-recover-from-academic-probation/,10,100.00%,10,10.00%,1.00,00:00:33,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,10,70.00%,7,10.00%,7.00,00:08:24,0.00%,0,$0.00
daniels.du.edu/directory/corey-ciocchetti/,10,80.00%,8,40.00%,1.00,00:00:17,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,10,50.00%,5,50.00%,2.00,00:05:38,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/accelerated-leadership-experience/,10,70.00%,7,10.00%,1.70,00:01:06,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,10,30.00%,3,30.00%,1.20,00:00:20,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/international-students/,10,30.00%,3,60.00%,2.50,00:04:25,20.00%,2,$0.00
daniels.du.edu/invest-in-daniels/,10,50.00%,5,30.00%,1.60,00:01:31,0.00%,0,$0.00
daniels.du.edu/management/bachelors/,10,90.00%,9,10.00%,2.40,00:01:22,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,10,100.00%,10,70.00%,1.00,00:00:03,0.00%,0,$0.00
daniels.du.edu/programs/,10,100.00%,10,30.00%,2.60,00:01:45,0.00%,0,$0.00
daniels.du.edu/blog/how-the-pandemic-changed-career-coaching/,9,77.78%,7,33.33%,1.00,00:00:15,0.00%,0,$0.00
daniels.du.edu/blog/undergraduate-business-program-named-no-38-in-nation/,9,66.67%,6,0.00%,3.00,00:02:56,0.00%,0,$0.00
daniels.du.edu/burns-school/rebe-landing/,9,88.89%,8,33.33%,1.00,00:00:05,0.00%,0,$0.00
daniels.du.edu/directory/joseph-havey/,9,33.33%,3,0.00%,1.00,00:00:02,0.00%,0,$0.00
daniels.du.edu/directory/scott-mclagan/,9,44.44%,4,22.22%,1.67,00:05:09,0.00%,0,$0.00
,"10,380",73.26%,"7,604",45.73%,1.62,00:01:34,1.64%,170,$0.00

Day Index,Sessions
6/19/22,"1,152"
6/20/22,"1,654"
6/21/22,"1,530"
6/22/22,"1,601"
6/23/22,"1,673"
6/24/22,"1,492"
6/25/22,"1,278"
,"10,380"
