# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220515-20220521
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/business-information-analytics/bachelors/,41,36.59%,15,2.44%,2.39,00:02:34,0.00%,0,$0.00
daniels.du.edu/blog/daniels-launches-new-program-in-digital-leadership/,38,60.53%,23,21.05%,1.84,00:02:39,0.00%,0,$0.00
daniels.du.edu/career-services/,38,65.79%,25,26.32%,1.95,00:01:49,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,38,86.84%,33,55.26%,2.13,00:00:33,0.00%,0,$0.00
daniels.du.edu/burns-school/bachelors/,37,37.84%,14,10.81%,1.62,00:01:20,0.00%,0,$0.00
daniels.du.edu/international-business/,37,59.46%,22,5.41%,2.05,00:03:14,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/meet-our-team/,36,41.67%,15,8.33%,1.83,00:03:04,2.78%,1,$0.00
daniels.du.edu/blog/daniels-events/entrepreneurshipdu-pop-up/,35,54.29%,19,8.57%,1.06,00:01:24,0.00%,0,$0.00
daniels.du.edu/directory/,35,28.57%,10,5.71%,3.29,00:06:03,0.00%,0,$0.00
daniels.du.edu/about/,34,67.65%,23,32.35%,1.44,00:01:26,2.94%,1,$0.00
daniels.du.edu/accountancy/bachelors/,33,57.58%,19,6.06%,2.12,00:04:35,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,32,56.25%,18,31.25%,1.19,00:01:16,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/sprints/,32,59.38%,19,31.25%,1.28,00:01:14,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/garage/,31,12.90%,4,3.23%,1.42,00:01:31,3.23%,1,$0.00
daniels.du.edu/accountancy/,29,75.86%,22,24.14%,2.62,00:03:45,0.00%,0,$0.00
daniels.du.edu/duvin-festival/,29,51.72%,15,13.79%,1.24,00:02:13,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,29,72.41%,21,13.79%,1.52,00:00:36,0.00%,0,$0.00
daniels.du.edu/marketing/,29,62.07%,18,6.90%,2.31,00:03:52,3.45%,1,$0.00
daniels.du.edu/blog/scholarships-make-diving-in-to-du-possible/,28,67.86%,19,0.00%,1.07,00:01:02,0.00%,0,$0.00
daniels.du.edu/request-info-form/,27,55.56%,15,11.11%,1.44,00:02:29,3.70%,1,$0.00
daniels.du.edu/blog/1m-gift-launches-first-family-business-program-in-higher-education-in-colorado-region/,26,96.15%,25,92.31%,1.12,00:00:17,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/,26,7.69%,2,3.85%,1.92,00:03:15,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,26,38.46%,10,15.38%,2.85,00:04:34,3.85%,1,$0.00
daniels.du.edu/blog/meet-the-summer-2022-base-camp-cohort/,25,76.00%,19,48.00%,1.52,00:02:09,0.00%,0,$0.00
daniels.du.edu/hospitality-management/degree-requirements/,25,32.00%,8,12.00%,2.44,00:04:33,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,25,72.00%,18,16.00%,2.40,00:02:28,0.00%,0,$0.00
daniels.du.edu/management/bachelors/,25,56.00%,14,4.00%,1.36,00:01:50,0.00%,0,$0.00
daniels.du.edu/blog/,24,37.50%,9,16.67%,2.00,00:02:17,0.00%,0,$0.00
daniels.du.edu/blog/accomplished-daniels-alumni-honored-by-management-department/,24,75.00%,18,41.67%,1.29,00:01:34,0.00%,0,$0.00
daniels.du.edu/executive-education/,23,60.87%,14,13.04%,2.43,00:02:50,4.35%,1,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,23,73.91%,17,4.35%,1.83,00:01:52,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/admission/,23,21.74%,5,21.74%,2.09,00:02:12,8.70%,2,$0.00
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,21,95.24%,20,0.00%,1.05,00:03:24,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,21,47.62%,10,19.05%,2.90,00:03:58,4.76%,1,$0.00
daniels.du.edu/graduate-admissions/contact-us/,20,80.00%,16,20.00%,1.55,00:02:07,10.00%,2,$0.00
daniels.du.edu/directory/glenn-mueller/,19,84.21%,16,5.26%,1.63,00:01:30,5.26%,1,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,19,78.95%,15,26.32%,1.74,00:02:36,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,18,100.00%,18,11.11%,1.11,00:01:18,0.00%,0,$0.00
daniels.du.edu/directory/donald-bergh/,18,61.11%,11,5.56%,1.00,00:00:21,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,18,27.78%,5,5.56%,1.83,00:05:57,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/events/,18,72.22%,13,44.44%,1.17,00:00:44,11.11%,2,$0.00
daniels.du.edu/blog/effective-immersion-experience/,17,76.47%,13,11.76%,1.06,00:03:38,0.00%,0,$0.00
daniels.du.edu/blog/why-community-commitment-isnt-optional/,17,88.24%,15,94.12%,1.00,00:00:08,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,16,93.75%,15,18.75%,1.12,00:02:14,0.00%,0,$0.00
daniels.du.edu/blog/restaurants-ambiance-service-important-food-quality/,16,87.50%,14,0.00%,1.25,00:02:19,0.00%,0,$0.00
daniels.du.edu/blog/theatre-that-feeds/,16,75.00%,12,12.50%,1.25,00:01:12,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,16,62.50%,10,0.00%,3.06,00:01:29,0.00%,0,$0.00
daniels.du.edu/danielsparking/,16,6.25%,1,0.00%,3.88,00:08:24,0.00%,0,$0.00
daniels.du.edu/finance/,16,50.00%,8,0.00%,3.06,00:01:43,6.25%,1,$0.00
daniels.du.edu/accountancy/student-experience/,15,100.00%,15,66.67%,1.00,00:00:48,0.00%,0,$0.00
daniels.du.edu/blog/full-time-mba-program-at-daniels-climbs-in-rankings/,15,100.00%,15,26.67%,1.60,00:00:49,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,15,93.33%,14,13.33%,1.40,00:02:45,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,15,46.67%,7,0.00%,4.20,00:07:00,20.00%,3,$0.00
daniels.du.edu/student-organizations/,15,33.33%,5,0.00%,1.87,00:02:01,6.67%,1,$0.00
daniels.du.edu/blog/5-ways-to-reduce-stress-during-finals/,14,92.86%,13,0.00%,1.21,00:00:16,0.00%,0,$0.00
daniels.du.edu/blog/how-to-recover-from-academic-probation/,14,100.00%,14,7.14%,1.07,00:00:58,0.00%,0,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,14,92.86%,13,7.14%,1.14,00:00:55,0.00%,0,$0.00
daniels.du.edu/blog/qa-politics-and-ethics-in-business/,14,100.00%,14,28.57%,1.00,00:00:58,0.00%,0,$0.00
daniels.du.edu/blog/what-everyone-needs-to-know-about-negotiation/,14,0.00%,0,85.71%,2.00,00:03:50,0.00%,0,$0.00
daniels.du.edu/business-ethics-legal-studies/,14,50.00%,7,7.14%,2.29,00:01:55,0.00%,0,$0.00
daniels.du.edu/directory/asa-beck/,14,0.00%,0,0.00%,1.07,00:00:28,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,14,100.00%,14,85.71%,1.79,00:01:15,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,14,85.71%,12,42.86%,1.50,00:00:54,0.00%,0,$0.00
daniels.du.edu/marketing/faculty-staff/,14,57.14%,8,28.57%,2.36,00:02:18,0.00%,0,$0.00
,"11,429",68.50%,"7,829",35.89%,1.70,00:01:45,1.78%,203,$0.00

Day Index,Sessions
5/15/22,"1,135"
5/16/22,"1,832"
5/17/22,"1,752"
5/18/22,"1,957"
5/19/22,"1,932"
5/20/22,"1,617"
5/21/22,"1,204"
,"11,429"
