# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220814-20220820
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/blog/mean-business-executive/,27,96.30%,26,7.41%,1.04,00:00:46,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,27,29.63%,8,7.41%,1.44,00:05:59,0.00%,0,$0.00
daniels.du.edu/blog/buried-in-plastic/,26,76.92%,20,69.23%,1.00,00:03:28,0.00%,0,$0.00
daniels.du.edu/events/,26,46.15%,12,23.08%,1.12,00:00:53,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,26,69.23%,18,19.23%,2.62,00:04:09,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,25,92.00%,23,16.00%,1.12,00:01:41,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,25,84.00%,21,64.00%,1.68,00:02:48,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,25,48.00%,12,36.00%,1.16,00:00:40,0.00%,0,$0.00
daniels.du.edu/marketing/faculty-staff/,25,52.00%,13,12.00%,3.48,00:05:55,0.00%,0,$0.00
daniels.du.edu/student-organizations/,25,28.00%,7,12.00%,1.52,00:01:57,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,24,79.17%,19,12.50%,3.12,00:04:25,4.17%,1,$0.00
daniels.du.edu/blog/du-field-notes-five-museums-to-quench-your-thirst-for-knowledge/,23,78.26%,18,47.83%,1.13,00:01:00,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,23,82.61%,19,34.78%,1.26,00:00:53,0.00%,0,$0.00
daniels.du.edu/international-business/,22,81.82%,18,13.64%,1.68,00:02:10,0.00%,0,$0.00
daniels.du.edu/marketing/bachelors/,22,90.91%,20,0.00%,2.41,00:04:32,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,22,72.73%,16,13.64%,1.73,00:01:00,4.55%,1,$0.00
daniels.du.edu/undergraduate-programs/academics/,22,59.09%,13,13.64%,1.50,00:02:12,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/sales-skills/,21,71.43%,15,14.29%,1.14,00:01:21,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,20,65.00%,13,50.00%,1.35,00:00:27,0.00%,0,$0.00
daniels.du.edu/request-info-form/,20,65.00%,13,20.00%,1.85,00:07:05,5.00%,1,$0.00
daniels.du.edu/blog/,19,15.79%,3,15.79%,2.42,00:09:03,0.00%,0,$0.00
daniels.du.edu/finance/,19,73.68%,14,0.00%,4.26,00:05:28,5.26%,1,$0.00
daniels.du.edu/recruiters-companies/,19,42.11%,8,47.37%,1.63,00:03:11,0.00%,0,$0.00
daniels.du.edu/about/,18,50.00%,9,22.22%,2.11,00:04:20,0.00%,0,$0.00
daniels.du.edu/accountancy/,18,66.67%,12,5.56%,3.39,00:05:03,0.00%,0,$0.00
daniels.du.edu/blog/self-care-in-startups/,18,38.89%,7,38.89%,1.28,00:01:58,0.00%,0,$0.00
daniels.du.edu/directory/shahram-amini/,17,47.06%,8,52.94%,1.71,00:01:29,0.00%,0,$0.00
daniels.du.edu/voe/voe-podcast/,17,23.53%,4,17.65%,4.59,00:11:02,0.00%,0,$0.00
daniels.du.edu/blog/philanthropy-in-2022-propels-du-forward/,16,62.50%,10,75.00%,1.31,00:01:27,0.00%,0,$0.00
daniels.du.edu/blog/talent-acquisition/,16,75.00%,12,100.00%,1.00,00:00:00,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,16,75.00%,12,12.50%,1.56,00:02:11,6.25%,1,$0.00
daniels.du.edu/directory/corey-ciocchetti/,15,86.67%,13,0.00%,1.47,00:02:07,0.00%,0,$0.00
daniels.du.edu/directory/tianjie-deng/,15,66.67%,10,6.67%,1.73,00:01:19,0.00%,0,$0.00
daniels.du.edu/directory/young-jin-lee/,15,80.00%,12,46.67%,1.13,00:03:06,0.00%,0,$0.00
daniels.du.edu/marketing/graduate-certificates/,15,53.33%,8,13.33%,2.00,00:03:15,13.33%,2,$0.00
daniels.du.edu/undergraduate-programs/admission/,15,46.67%,7,26.67%,1.33,00:01:20,0.00%,0,$0.00
daniels.du.edu/directory/lijia-karen-xie/,14,85.71%,12,14.29%,1.14,00:00:35,0.00%,0,$0.00
daniels.du.edu/directory/vivek-choudhury/,14,64.29%,9,0.00%,1.21,00:01:21,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/entrepreneurship-week/,14,21.43%,3,7.14%,7.07,00:12:00,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,14,64.29%,9,57.14%,1.43,00:01:07,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/strategic-data/,14,71.43%,10,21.43%,1.07,00:00:49,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,14,78.57%,11,28.57%,1.00,00:00:05,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,14,57.14%,8,0.00%,2.07,00:02:42,14.29%,2,$0.00
daniels.du.edu/business-information-analytics/,13,53.85%,7,7.69%,4.15,00:09:05,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,13,30.77%,4,15.38%,2.38,00:03:46,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,13,53.85%,7,0.00%,2.00,00:02:03,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/accelerated-leadership-experience/,13,61.54%,8,53.85%,1.15,00:00:14,0.00%,0,$0.00
daniels.du.edu/blog/du-releases-2021-first-destination-outcomes-report/,12,66.67%,8,0.00%,1.00,00:00:02,0.00%,0,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,12,83.33%,10,8.33%,1.17,00:04:59,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,12,91.67%,11,0.00%,1.25,00:01:20,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,12,41.67%,5,0.00%,2.67,00:06:13,16.67%,2,$0.00
daniels.du.edu/directory/ana-babic-rosario/,12,83.33%,10,58.33%,1.08,00:00:38,0.00%,0,$0.00
daniels.du.edu/directory/haragopal-parsa/,12,91.67%,11,0.00%,1.50,00:00:43,0.00%,0,$0.00
daniels.du.edu/executive-phd/curriculum/,12,75.00%,9,8.33%,2.08,00:06:00,16.67%,2,$0.00
daniels.du.edu/graduate-certificates/,12,58.33%,7,0.00%,2.58,00:05:56,0.00%,0,$0.00
daniels.du.edu/hospitality-management/degree-requirements/,12,66.67%,8,8.33%,1.75,00:02:21,8.33%,1,$0.00
daniels.du.edu/ocm/,12,16.67%,2,0.00%,7.50,00:15:17,0.00%,0,$0.00
daniels.du.edu/race-and-case/,12,58.33%,7,16.67%,1.92,00:02:38,0.00%,0,$0.00
daniels.du.edu/about/leadership/,11,54.55%,6,9.09%,3.91,00:01:48,0.00%,0,$0.00
,"6,189",66.21%,"4,098",22.51%,2.01,00:02:44,2.12%,131,$0.00

Day Index,Sessions
8/14/22,529
8/15/22,996
8/16/22,"1,023"
8/17/22,"1,040"
8/18/22,"1,024"
8/19/22,970
8/20/22,607
,"6,189"
